feature,value,F,P,T
mlp_0_2_outputs,5,-0.019982213,0.762807,0.035634097
mlp_0_2_outputs,6,0.31506422,-0.06849858,-1.2112905
mlp_0_2_outputs,7,-0.3097096,0.07501025,-0.1067533
mlp_0_2_outputs,8,-0.30757475,-0.05604639,-0.07388088
mlp_0_2_outputs,9,0.50037223,0.045279972,0.3254925
mlp_0_3_outputs,0,-0.2218876,1.1166095,-0.8207691
mlp_0_3_outputs,1,-0.16030905,0.094026275,0.99640155
mlp_0_3_outputs,10,-0.71446615,0.90856224,0.7685738
mlp_0_3_outputs,11,0.5121119,-0.36264127,-0.39527777
mlp_0_3_outputs,12,0.6507619,0.04458576,0.042984787
mlp_0_3_outputs,13,-0.58102214,0.6707061,-1.5220835
mlp_0_3_outputs,14,0.1455544,0.8323394,-1.4698867
mlp_0_3_outputs,15,0.32098654,0.45779562,-0.118960015
mlp_0_3_outputs,2,1.1946872,-0.9207221,-1.5769855
mlp_0_3_outputs,3,-0.92075694,0.2437892,-0.16556165
mlp_0_3_outputs,4,-0.1773757,-0.3153303,-0.25539115
mlp_0_3_outputs,5,-0.8566288,0.41045815,-0.19738954
mlp_0_3_outputs,6,-0.61264855,-0.31055552,-0.3617888
mlp_0_3_outputs,7,0.08378168,-0.51025814,0.84625924
mlp_0_3_outputs,8,0.47917962,0.62024325,-0.03221005
mlp_0_3_outputs,9,-0.32422233,-0.7688866,0.9285193
mlp_1_0_outputs,0,-0.78926164,0.16739716,-0.37877855
mlp_1_0_outputs,1,-0.5295609,0.14861487,0.18339202
mlp_1_0_outputs,10,0.9321669,-0.6733144,-0.670237
mlp_1_0_outputs,11,-0.8837452,-0.017473213,-0.21788266
mlp_1_0_outputs,12,-0.32563132,0.6981938,0.26084793
mlp_1_0_outputs,13,-0.120755844,0.68522054,0.33929187
mlp_1_0_outputs,14,-0.16612232,0.74262726,0.74974054
mlp_1_0_outputs,15,1.1435124,-0.6620066,0.059245996
mlp_1_0_outputs,2,-0.6260045,0.36845174,-0.1041146
mlp_1_0_outputs,3,-0.8310317,0.19265553,0.09408466
mlp_1_0_outputs,4,-0.52423745,0.49561927,-0.06932704
mlp_1_0_outputs,5,1.8136576,-1.2545643,-0.17245159
mlp_1_0_outputs,6,-0.2800641,0.60580975,0.32321078
mlp_1_0_outputs,7,-1.0728958,0.114991285,-0.2735543
mlp_1_0_outputs,8,-0.15632927,0.45216906,0.20550726
mlp_1_0_outputs,9,-0.58201087,0.12388336,-0.00737663
mlp_1_1_outputs,0,4.328966,-2.1929207,-2.5763576
mlp_1_1_outputs,1,0.56525886,0.35573456,0.23525563
mlp_1_1_outputs,10,0.019933548,-0.103786804,0.07315888
mlp_1_1_outputs,11,-0.6468796,0.09896995,0.49020034
mlp_1_1_outputs,12,-0.12458868,-0.5465703,-2.0824795
mlp_1_1_outputs,13,0.044845622,-0.019584404,-0.16265878
mlp_1_1_outputs,14,-0.2630602,0.36530295,0.5739605
mlp_1_1_outputs,15,-0.16027133,0.059781138,-0.2382179
mlp_1_1_outputs,2,1.7297127,-1.7169559,-2.7087126
mlp_1_1_outputs,3,0.27465558,-0.50221455,-0.5036541
mlp_1_1_outputs,4,0.17429195,0.054778166,-0.06960351
mlp_1_1_outputs,5,0.018109517,-0.006251948,-0.13202918
mlp_1_1_outputs,6,-1.5273018,0.6053543,0.12455463
mlp_1_1_outputs,7,-0.21838719,-0.37881207,-0.07931192
mlp_1_1_outputs,8,0.19788843,0.49804476,-0.5304656
mlp_1_1_outputs,9,-1.939974,0.292852,0.59741694
mlp_1_2_outputs,0,-4.719237,3.0154784,4.0974336
mlp_1_2_outputs,1,-0.4940309,-0.38679618,-0.6854016
mlp_1_2_outputs,10,-0.30350387,-0.39642394,-0.5769094
mlp_1_2_outputs,11,-0.44720933,-0.23581101,-0.47573075
mlp_1_2_outputs,12,0.6410996,-0.61668444,-1.4558773
mlp_1_2_outputs,13,-0.040133364,-0.12832731,-0.056541026
mlp_1_2_outputs,14,-0.034993496,-0.5799974,-1.6327186
mlp_1_2_outputs,15,0.6513218,-0.0080949385,-0.21383388
mlp_1_2_outputs,2,0.025655204,0.3566299,-1.5827056
mlp_1_2_outputs,3,1.4131507,0.6944229,-0.4143634
mlp_1_2_outputs,4,1.292808,-0.57646567,-1.5792753
mlp_1_2_outputs,5,-0.51053214,0.028214933,-0.22676295
mlp_1_2_outputs,6,1.061037,-1.0962292,-2.0336323
mlp_1_2_outputs,7,0.13915369,0.2448465,0.30015802
mlp_1_2_outputs,8,-0.48016602,-0.2704689,-0.501739
mlp_1_2_outputs,9,-0.29623798,0.13909997,0.8367267
mlp_1_3_outputs,0,0.12611566,-0.52857256,0.47569728
mlp_1_3_outputs,1,0.17152688,-0.41891384,-0.5752039
mlp_1_3_outputs,10,-0.80818874,-0.21367505,0.2751726
mlp_1_3_outputs,11,-0.32099047,0.05105304,-0.12000713
mlp_1_3_outputs,12,0.035149254,0.50731975,-0.15883204
mlp_1_3_outputs,13,0.85662746,-0.14365359,-6.1872354
mlp_1_3_outputs,14,-0.24756435,0.060205054,-0.1182874
mlp_1_3_outputs,15,0.7422338,0.41723987,0.37609872
mlp_1_3_outputs,2,0.3715881,0.026487935,-0.027025158
mlp_1_3_outputs,3,-3.2151737,2.803698,0.8091212
mlp_1_3_outputs,4,0.52181137,0.22915013,0.67318374
mlp_1_3_outputs,5,0.020216351,-0.2826253,-0.15448733
mlp_1_3_outputs,6,-0.5323384,-0.67909855,-0.8521383
mlp_1_3_outputs,7,-0.40802845,-0.5849908,-0.18476196
mlp_1_3_outputs,8,0.34683985,0.17614204,0.45951727
mlp_1_3_outputs,9,-0.88658,0.23670757,0.012315645
mlp_2_0_outputs,0,-0.5211896,0.3385667,0.2281415
mlp_2_0_outputs,1,-1.0868531,1.1908485,0.95415586
mlp_2_0_outputs,10,-1.1566712,0.46711987,0.1960457
mlp_2_0_outputs,11,0.49835777,0.66497165,0.08878304
mlp_2_0_outputs,12,-0.5147411,0.4416437,0.12932892
mlp_2_0_outputs,13,0.38962144,0.42765054,-0.6780103
mlp_2_0_outputs,14,0.29052478,-0.029657392,-0.904285
mlp_2_0_outputs,15,-0.58005613,-0.311474,-0.22251868
mlp_2_0_outputs,2,0.31150222,0.05218123,0.1595832
mlp_2_0_outputs,3,-0.5937758,-0.8263286,-0.65590143
mlp_2_0_outputs,4,0.4669222,0.15108848,-0.30993283
mlp_2_0_outputs,5,-0.6990164,0.32149732,0.36074752
mlp_2_0_outputs,6,-0.7975426,0.37479714,-0.9469411
mlp_2_0_outputs,7,0.1182669,-0.69808847,-0.13000637
mlp_2_0_outputs,8,-0.94940877,-0.39768732,0.3447343
mlp_2_0_outputs,9,0.09455469,0.7317117,0.783243
mlp_2_1_outputs,0,-0.79506576,0.04367552,-0.11821194
mlp_2_1_outputs,1,-1.0440524,-0.2935962,-0.7897561
mlp_2_1_outputs,10,-0.22452022,0.5705669,0.106475495
mlp_2_1_outputs,11,-0.6749915,-0.4247215,-0.6443319
mlp_2_1_outputs,12,0.039378926,0.16796543,-0.60292673
mlp_2_1_outputs,13,-0.5481574,-0.30091104,-0.43531054
mlp_2_1_outputs,14,-0.24684568,0.0383468,-0.29860267
mlp_2_1_outputs,15,0.015354425,0.29408777,-0.011569079
mlp_2_1_outputs,2,-0.79614097,-0.1314596,-0.38775387
mlp_2_1_outputs,3,-0.12371695,0.8850711,1.2511487
mlp_2_1_outputs,4,-0.45323783,-0.20028655,-0.5407576
mlp_2_1_outputs,5,0.097848035,0.60108644,0.29266477
mlp_2_1_outputs,6,-0.06463742,0.40165955,0.17895852
mlp_2_1_outputs,7,-0.005770281,0.3101875,-0.18781893
mlp_2_1_outputs,8,-0.23062752,0.18479398,-0.25058377
mlp_2_1_outputs,9,0.30858994,0.3481726,0.46850735
mlp_2_2_outputs,0,1.2968472,-0.4398238,-0.35155118
mlp_2_2_outputs,1,2.62188,-1.5368332,-2.180171
mlp_2_2_outputs,10,0.76260364,0.24120337,0.128256
mlp_2_2_outputs,11,-0.1294754,-0.18144764,-0.08000211
mlp_2_2_outputs,12,0.060056727,0.76373464,0.027540958
mlp_2_2_outputs,13,0.3712866,-0.22152677,-0.13338485
mlp_2_2_outputs,14,0.013030204,-0.4912808,-1.315461
mlp_2_2_outputs,15,-0.012517847,-0.23882331,-0.71513957
mlp_2_2_outputs,2,0.11307096,1.2340286,0.080156565
mlp_2_2_outputs,3,0.007178788,0.42023864,-0.80659384
mlp_2_2_outputs,4,1.3775908,-0.49834096,-0.31232056
mlp_2_2_outputs,5,0.2896163,-0.29575637,-0.41922048
mlp_2_2_outputs,6,0.1309506,0.12464308,-0.22087018
mlp_2_2_outputs,7,0.57818663,-0.26806957,-0.16956815
mlp_2_2_outputs,8,0.071498655,-0.48821035,-0.0926343
mlp_2_2_outputs,9,-0.35658512,0.5100607,0.38747662
mlp_2_3_outputs,0,-0.20185483,-0.11799314,-0.2960626
mlp_2_3_outputs,1,-0.21860577,-0.21415997,0.10079745
mlp_2_3_outputs,10,0.2444468,-0.31520066,-0.096078604
mlp_2_3_outputs,11,0.08877295,-0.40707597,0.18781105
mlp_2_3_outputs,12,-0.7133884,1.264209,0.5620751
mlp_2_3_outputs,13,0.08068838,-0.37690064,0.20222233
mlp_2_3_outputs,14,-1.3656908,1.0015373,1.940973
mlp_2_3_outputs,15,0.30837956,-0.9787534,-0.7724445
mlp_2_3_outputs,2,0.18017718,0.098727345,0.2041057
mlp_2_3_outputs,3,-0.088720456,0.78117096,-0.6171731
mlp_2_3_outputs,4,-0.7833988,1.1958226,-0.75367534
mlp_2_3_outputs,5,-0.30640358,0.04155313,-0.35115618
mlp_2_3_outputs,6,-0.71992993,-0.67996836,-0.68738705
mlp_2_3_outputs,7,-0.17050362,-0.44495842,-0.66293764
mlp_2_3_outputs,8,-0.9735952,0.5578771,-0.16109829
mlp_2_3_outputs,9,-0.42831972,-0.27145228,0.20693915
ones,_,0.054258153,0.35489792,-0.28381473
positions,0,-0.90338016,-0.89863425,0.21053804
positions,1,-1.4987972,2.041637,-6.426601
positions,10,0.038294412,0.22604518,1.8920268
positions,11,1.3431016,0.79788625,-13.310237
positions,12,2.2576833,-1.3008286,-0.08150265
positions,13,2.801473,-1.5815853,-15.521909
positions,14,3.6899188,-2.1559958,-0.7950192
positions,15,3.6726604,-1.4635363,-7.6626782
positions,2,-1.1567551,-1.4475785,3.5596366
positions,3,0.1988382,2.596725,-13.791335
positions,4,-3.3988206,0.112541035,7.6937437
positions,5,-2.4706578,3.3269691,-11.242547
positions,6,-5.2563596,2.1716719,6.1329722
positions,7,-1.6343824,3.3561265,-12.569066
positions,8,-1.8437005,0.18547307,2.780405
positions,9,1.5530295,0.4345897,-15.03507
tokens,(,0.7853301,1.8707156,-14.3022175
tokens,),-0.0016432693,-0.95329154,4.2413855
tokens,<pad>,-0.74430376,0.92542994,-0.35170487
tokens,<s>,-0.7227298,0.3358304,-0.32154232
tokens,_,0.67677903,-0.11557245,0.7960891
tokens,_,0.17257111,0.32155135,0.40871793
tokens,_,0.57325155,-0.49675274,-0.19052131
tokens,_,-0.4340205,-0.48999575,0.47319198
tokens,_,-0.47385195,0.028918717,0.5132725
tokens,_,-0.66925424,0.40105802,-0.1740305
tokens,_,-0.37835273,0.46450356,-0.6690566
tokens,_,0.21886668,-0.79969984,-0.5265718
tokens,_,0.5906813,-0.45323947,-0.27292323
tokens,_,-0.33651996,0.3361411,0.6040257
tokens,_,-0.026319416,-0.12662259,0.5158259
tokens,_,-1.3149202,-0.20203066,-0.8757858
